"car_id","detail_id","Car_name","color","car_type","price"
"1165","1165","Mahindra Scorpio","red","sports","314018"
"1166","1166","MG Hector","white","sedan","267555"
"1167","1167","Jeep Wrangler","blue","luxury","53802"
"1168","1168","Maruti Ertiga","red","hatchback","14873"
"1169","1169","Merc GLS","black","luxury","180420"
"1170","1170","MG Hector","gray","convertible","278052"
"1171","1171","Merc E Class","yellow","sedan","437322"
"1172","1172","Tata Nexon EV","red","luxury","471144"
"1173","1173","Audi A4","black","convertible","25002"
"1174","1174","Ford Ecosport","black","cross-over","386602"
"1175","1175","Volvo S60","green","suv","198982"
"1176","1176","Kia Sonet","gray","luxury","478409"
"1177","1177","volkswagen passat","white","cross-over","215582"
"1178","1178","Audi Q7","white","luxury","260402"
"1179","1179","BMW Z4","black","sedan","116577"
"1180","1180","Jeep Wrangler","white","convertible","304385"
"1181","1181","Kia Sonet","yellow","sedan","158698"
"1182","1182","volkswagen passat","gray","suv","396537"
"1183","1183","Skoda Octavia","blue","hatchback","188664"
"1184","1184","Audi A4","yellow","sports","19614"
"1185","1185","Mahindra Scorpio","green","sports","181540"
"1186","1186","Skoda Rapid","red","sedan","483438"
"1187","1187","Maruti Siaz","blue","cross-over","463692"
"1188","1188","Volvo XC 90","red","luxury","286068"
"1189","1189","Mahindra Scorpio","black","cross-over","183525"
"1190","1190","BMW Z4","black","suv","92819"
"1191","1191","Ford Ecosport","blue","sports","234347"
"1192","1192","Merc GLS","gray","suv","194147"
"1193","1193","Honda CRV","green","sports","104708"
"1194","1194","Mahindra XUV500 ","blue","sedan","248094"
"1195","1195","Audi Q7","green","hatchback","142117"
"1196","1196","MG ZS EV","black","luxury","269622"
"1197","1197","Merc GLS","white","sedan","359141"
"1198","1198","Kia Carnival","white","luxury","114435"
"1199","1199","Tata Harrier","black","cross-over","176461"
"1200","1200","Jeep Wrangler","yellow","hatchback","46419"
"1201","1201","Maruti Ertiga","yellow","cross-over","118460"
"1202","1202","Mahindra Scorpio","black","sedan","152519"
"1203","1203","Tata Nexon EV","green","hatchback","379776"
"1204","1204","Tata Nexon EV","black","cross-over","289671"
"1205","1205","Volvo S60","white","sedan","471393"
"1206","1206","Volvo XC 90","blue","sports","266119"
"1207","1207","Toyota innova","yellow","sports","462732"
"1208","1208","Merc GLS","yellow","cross-over","113577"
"1209","1209","BMW M3","gray","sedan","387321"
"1210","1210","Kia Carnival","white","cross-over","404252"
"1211","1211","Honda City","green","hatchback","489379"
"1212","1212","Merc E Class","blue","cross-over","208743"
"1213","1213","Hyundai i20","gray","hatchback","152117"
"1214","1214","Ford Mustang","gray","sports","432995"
"1215","1215","Merc GLS","red","sports","265774"
"1216","1216","Jeep Compass","red","convertible","167060"
"1217","1217","volkswagen passat","red","cross-over","100749"
"1218","1218","Toyota camry","blue","sports","359323"
"1219","1219","Kia Sonet","blue","cross-over","170069"
"1220","1220","Maruti Siaz","white","hatchback","474946"
"1221","1221","Audi S5","white","suv","354020"
"1222","1222","Kia Sonet","gray","hatchback","396295"
"1223","1223","Merc GLS","blue","hatchback","61406"
"1224","1224","Jeep Wrangler","green","suv","385979"
"1225","1225","volkswagen polo","red","cross-over","426449"
"1226","1226","Honda CRV","blue","cross-over","467400"
"1227","1227","Skoda Octavia","gray","sedan","159961"
"1228","1228","Skoda Octavia","red","luxury","205322"
"1229","1229","Ford Ecosport","yellow","sports","413671"
"1230","1230","Mahindra XUV500 ","red","cross-over","52665"
"1231","1231","Mahindra XUV500 ","red","luxury","447916"
"1232","1232","Tata Nexon EV","yellow","sedan","269527"
"1233","1233","Volvo XC 90","black","hatchback","380700"
"1234","1234","BMW X5","black","luxury","232580"
"1235","1235","Toyota innova","green","sports","263241"
"1236","1236","Jeep Compass","red","sedan","237708"
"1237","1237","Ford Mustang","yellow","luxury","61062"
"1238","1238","Audi Q7","green","cross-over","145945"
"1239","1239","Honda City","green","luxury","402268"
"1240","1240","Merc GLS","black","hatchback","91970"
"1241","1241","Honda CRV","white","luxury","477861"
"1242","1242","Volvo S60","blue","luxury","50592"
"1243","1243","Hyundai Creta","black","hatchback","424186"
"1244","1244","Maruti Siaz","green","sports","30106"
"1245","1245","Honda Civic","black","hatchback","196382"
"1246","1246","Jeep Compass","gray","sedan","396834"
"1247","1247","BMW M3","yellow","suv","383703"
"1248","1248","Kia Sonet","gray","cross-over","158686"
"1249","1249","Maruti Siaz","red","sedan","407952"
"1250","1250","Volvo XC 90","gray","luxury","433021"
"1251","1251","Volvo S60","red","sedan","142664"
"1252","1252","Tata Harrier","red","luxury","139334"
"1253","1253","Skoda Rapid","gray","sports","268567"
"1254","1254","Tata Harrier","blue","convertible","476573"
"1255","1255","Audi S5","black","sports","224402"
"1256","1256","Audi Q7","green","sedan","111187"
"1257","1257","BMW X5","blue","sports","265228"
"1258","1258","Audi S5","red","sedan","288547"
"1259","1259","BMW Z4","blue","sedan","408351"
"1260","1260","volkswagen polo","blue","luxury","366195"
"1261","1261","Hyundai Kona EV","gray","hatchback","410650"
"1262","1262","Volvo XC 90","blue","hatchback","159947"
"1263","1263","Kia Sonet","blue","convertible","177843"
"1264","1264","Honda City","green","hatchback","114001"
"1265","1265","Maruti Siaz","yellow","cross-over","461407"
"1266","1266","Volvo S60","yellow","hatchback","462179"
"1267","1267","Maruti Swift","red","luxury","244195"
"1268","1268","Hyundai i20","blue","cross-over","212815"
"1269","1269","Honda City","green","luxury","138778"
"1270","1270","Audi S5","yellow","cross-over","452993"
"1271","1271","Audi Q7","white","luxury","20710"
"1272","1272","Hyundai Creta","black","sedan","306447"
"1273","1273","Merc E Class","gray","sports","286317"
"1274","1274","Merc GLS","red","luxury","32978"
"1275","1275","Honda Civic","blue","cross-over","110471"
"1276","1276","volkswagen passat","black","sports","7025"
"1277","1277","volkswagen polo","gray","cross-over","271561"
"1278","1278","Kia Carnival","yellow","sedan","260619"
"1279","1279","Jeep Wrangler","yellow","sports","462464"
"1280","1280","Audi A4","blue","luxury","100432"
"1281","1281","Hyundai Creta","white","cross-over","125050"
"1282","1282","Hyundai i20","gray","hatchback","17747"
"1283","1283","Audi A4","green","sports","45358"
"1284","1284","Volvo S60","green","sports","291165"
"1285","1285","Tata Nexon EV","blue","sedan","49557"
"1286","1286","Honda Civic","yellow","sports","168639"
"1287","1287","Kia Carnival","gray","sports","487749"
"1288","1288","volkswagen passat","gray","sedan","267567"
"1289","1289","Skoda Octavia","red","sports","262298"
"1290","1290","Toyota camry","green","suv","406283"
"1291","1291","Maruti Ertiga","black","luxury","134450"
"1292","1292","Honda CRV","black","convertible","50426"
"1293","1293","MG ZS EV","blue","convertible","234521"
"1294","1294","Jeep Compass","green","sedan","178444"
"1295","1295","Volvo XC 90","gray","sports","192697"
"1296","1296","Maruti Swift","gray","suv","199842"
"1297","1297","Audi Q7","gray","sedan","282870"
"1298","1298","Skoda Octavia","gray","suv","248056"
"1299","1299","Ford Ecosport","red","sedan","206395"
"1300","1300","Audi S5","black","luxury","486971"
"1301","1301","BMW M3","gray","sedan","440867"
"1302","1302","Jeep Compass","gray","cross-over","234798"
"1303","1303","Honda Civic","black","hatchback","260379"
"1304","1304","Kia Sonet","gray","convertible","379524"
"1305","1305","Kia Sonet","blue","cross-over","399971"
"1306","1306","Audi Q7","red","hatchback","339754"
"1307","1307","Honda City","red","sports","175910"
"1308","1308","Tata Harrier","blue","convertible","127698"
"1309","1309","Audi Q7","green","sports","176800"
"1310","1310","Hyundai i20","green","convertible","52707"
"1311","1311","Honda Civic","red","sports","113755"
"1312","1312","Audi S5","red","convertible","246107"
"1313","1313","Tata Harrier","blue","hatchback","295399"
"1314","1314","Honda CRV","blue","sports","431081"
"1315","1315","Jeep Compass","red","convertible","406710"
"1316","1316","Mahindra XUV500 ","blue","luxury","240324"
"1317","1317","Tata Nexon EV","blue","sports","306655"
"1318","1318","Tata Nexon EV","blue","cross-over","372711"
"1319","1319","Tata Nexon EV","yellow","sports","477389"
"1320","1320","Volvo S60","yellow","hatchback","275337"
"1321","1321","Maruti Swift","red","cross-over","315284"
"1322","1322","Toyota innova","green","luxury","343616"
"1323","1323","Merc GLS","green","cross-over","94337"
"1324","1324","Hyundai i20","blue","convertible","426983"
"1325","1325","Honda City","black","suv","406630"
"1326","1326","Kia Carnival","blue","cross-over","361529"
"1327","1327","Tata Harrier","green","luxury","315211"
"1328","1328","Mahindra XUV500 ","yellow","cross-over","393529"
"1329","1329","Maruti Ertiga","red","sedan","285533"
"1330","1330","Audi A4","black","luxury","444363"
"1331","1331","Jeep Wrangler","gray","sedan","92198"
"1332","1332","volkswagen passat","red","luxury","430517"
"1333","1333","Hyundai Kona EV","blue","cross-over","407802"
"1334","1334","Toyota innova","yellow","convertible","244757"
"1335","1335","Audi S5","gray","sports","109352"
"1336","1336","Mahindra XUV500 ","green","cross-over","471950"
"1337","1337","Honda City","yellow","sedan","23866"
"1338","1338","Volvo XC 90","gray","cross-over","130783"
"1339","1339","MG ZS EV","green","luxury","313325"
"1340","1340","Toyota innova","white","luxury","18673"
"1341","1341","MG Hector","gray","sedan","272238"
"1342","1342","Toyota innova","yellow","hatchback","454246"
"1343","1343","Volvo S60","black","luxury","291727"
"1344","1344","Merc GLS","black","hatchback","499211"
"1345","1345","Honda CRV","blue","luxury","214973"
"1346","1346","Mahindra Thar","red","cross-over","230872"
"1347","1347","Mahindra XUV500 ","blue","luxury","69150"
"1348","1348","Hyundai i20","white","convertible","464491"
"1349","1349","volkswagen polo","red","cross-over","314973"
"1350","1350","Skoda Rapid","gray","convertible","98891"
"1351","1351","Audi A4","red","convertible","55359"
"1352","1352","Toyota innova","white","cross-over","450549"
"1353","1353","Merc E Class","gray","convertible","107703"
"1354","1354","Skoda Octavia","white","suv","229912"
"1355","1355","MG ZS EV","gray","convertible","136437"
"1356","1356","BMW M3","red","cross-over","465215"
"1357","1357","BMW Z4","black","luxury","254936"
"1358","1358","MG Hector","white","sports","357296"
"1359","1359","Toyota camry","white","hatchback","140421"
"1360","1360","Mahindra Thar","red","cross-over","368531"
"1361","1361","Volvo S60","gray","hatchback","152542"
"1362","1362","MG ZS EV","yellow","hatchback","438680"
"1363","1363","Toyota innova","gray","cross-over","212789"
"1364","1364","BMW M3","yellow","hatchback","236307"
"1365","1365","Jeep Wrangler","green","sports","295299"
"1366","1366","BMW M3","black","sports","190551"
"1367","1367","Merc GLS","red","cross-over","241284"
"1368","1368","Honda CRV","red","sedan","261661"
"1369","1369","Hyundai Creta","green","luxury","365253"
"1370","1370","Mahindra Thar","gray","sedan","431959"
"1371","1371","Merc GLS","black","hatchback","31258"
"1372","1372","Ford Mustang","red","convertible","18319"
"1373","1373","Hyundai i20","black","luxury","8540"
"1374","1374","BMW X5","blue","sedan","319538"
"1375","1375","Audi A4","white","luxury","404444"
"1376","1376","Maruti Swift","white","sedan","287635"
"1377","1377","Tata Nexon EV","blue","hatchback","499910"
"1378","1378","Volvo S60","black","hatchback","160388"
"1379","1379","Volvo XC 90","white","sports","153580"
"1380","1380","Merc GLS","black","sports","15593"
"1381","1381","Hyundai Creta","red","hatchback","407560"
"1382","1382","Jeep Compass","black","cross-over","14551"
"1383","1383","Kia Carnival","gray","convertible","225820"
"1384","1384","volkswagen passat","yellow","luxury","186785"
"1385","1385","Jeep Wrangler","gray","sports","254602"
"1386","1386","Toyota camry","blue","sports","480282"
"1387","1387","Maruti Ertiga","blue","hatchback","380116"
"1388","1388","Ford Ecosport","gray","sedan","226665"
"1389","1389","BMW M3","gray","convertible","127672"
"1390","1390","Merc E Class","gray","sports","480058"
"1391","1391","Ford Mustang","gray","convertible","421693"
"1392","1392","BMW M3","yellow","sedan","434038"
"1393","1393","Hyundai i20","green","sedan","310109"
"1394","1394","Volvo S60","red","sedan","483617"
"1395","1395","Skoda Octavia","white","sedan","319132"
"1396","1396","BMW X5","blue","luxury","252434"
"1397","1397","Hyundai Creta","white","cross-over","225701"
"1398","1398","Hyundai i20","green","hatchback","150489"
"1399","1399","Toyota innova","red","convertible","491345"
"1400","1400","Merc GLS","black","luxury","450985"
"1401","1401","Ford Ecosport","green","hatchback","465351"
"1402","1402","Toyota camry","white","suv","398615"
"1403","1403","Hyundai Creta","blue","luxury","98174"
"1404","1404","Ford Mustang","red","hatchback","76825"
"1405","1405","BMW M3","green","luxury","38451"
"1406","1406","MG Hector","black","sedan","237346"
"1407","1407","Honda City","yellow","sports","464788"
"1408","1408","Volvo S60","yellow","cross-over","481505"
"1409","1409","Mahindra XUV500 ","red","convertible","487506"
"1410","1410","Tata Harrier","green","convertible","436326"
"1411","1411","MG ZS EV","red","convertible","127630"
"1412","1412","Jeep Compass","gray","convertible","403044"
"1413","1413","Mahindra Thar","gray","convertible","198751"
"1414","1414","Mahindra Scorpio","green","sports","481991"
"1415","1415","Kia Sonet","black","luxury","27818"
"1416","1416","Honda CRV","red","cross-over","430875"
"1417","1417","Ford Ecosport","white","sedan","152778"
"1418","1418","Audi A4","yellow","luxury","117910"
"1419","1419","Merc GLS","black","sports","366149"
"1420","1420","Kia Sonet","gray","sports","65962"
"1421","1421","Maruti Swift","white","sedan","283456"
"1422","1422","MG ZS EV","blue","sports","142585"
"1423","1423","Kia Sonet","yellow","suv","381159"
"1424","1424","Mahindra Thar","gray","sedan","264856"
"1425","1425","MG ZS EV","black","convertible","293029"
"1426","1426","Audi A4","yellow","suv","62479"
"1427","1427","Mahindra Scorpio","white","cross-over","267125"
"1428","1428","Hyundai Creta","black","sedan","474216"
"1429","1429","Skoda Octavia","blue","hatchback","368297"
"1430","1430","Tata Harrier","yellow","luxury","264890"
"1431","1431","BMW Z4","green","suv","301118"
"1432","1432","BMW X5","white","hatchback","429898"
"1433","1433","Audi S5","black","sedan","49783"
"1434","1434","Honda CRV","yellow","hatchback","447339"
"1435","1435","Kia Carnival","red","sports","32114"
"1436","1436","Skoda Octavia","white","cross-over","37144"
"1437","1437","Audi A4","green","sedan","169449"
"1438","1438","Skoda Rapid","gray","cross-over","315692"
"1439","1439","Merc GLS","yellow","sports","256950"
"1440","1440","Hyundai i20","yellow","luxury","490187"
"1441","1441","Audi Q7","white","sports","400920"
"1442","1442","Kia Sonet","green","cross-over","381479"
"1443","1443","Mahindra Thar","gray","sports","498320"
"1444","1444","Hyundai Creta","blue","sedan","360098"
"1445","1445","Merc GLS","black","luxury","224195"
"1446","1446","Audi Q7","green","hatchback","211472"
"1447","1447","Toyota innova","black","sedan","196361"
"1448","1448","Maruti Ertiga","blue","cross-over","159674"
"1449","1449","Jeep Compass","green","hatchback","202778"
"1450","1450","Tata Nexon EV","yellow","convertible","495718"
"1451","1451","Honda City","red","cross-over","496046"
"1452","1452","MG ZS EV","gray","luxury","263524"
"1453","1453","volkswagen polo","black","suv","385645"
"1454","1454","Tata Nexon EV","yellow","suv","63251"
"1455","1455","Audi Q7","black","sports","271139"
"1456","1456","Audi A4","yellow","cross-over","119494"
"1457","1457","Kia Carnival","yellow","luxury","417766"
"1458","1458","Maruti Ertiga","green","convertible","470291"
"1459","1459","Tata Nexon EV","yellow","sedan","295736"
"1460","1460","Kia Sonet","green","sports","90882"
"1461","1461","Ford Ecosport","blue","sedan","401078"
"1462","1462","Audi S5","red","sedan","315109"
"1463","1463","Maruti Swift","gray","sports","86121"
"1464","1464","MG Hector","red","suv","51900"
"1465","1465","Hyundai Kona EV","white","sports","293197"
"1466","1466","Mahindra XUV500 ","gray","cross-over","329564"
"1467","1467","Hyundai Creta","red","suv","134985"
"1468","1468","Maruti Siaz","gray","cross-over","361463"
"1469","1469","Tata Nexon EV","red","sedan","251103"
"1470","1470","Maruti Swift","blue","cross-over","435841"
"1471","1471","Honda CRV","blue","cross-over","466598"
"1472","1472","Ford Ecosport","red","sports","382509"
"1473","1473","Maruti Swift","black","convertible","290951"
"1474","1474","Hyundai i20","red","cross-over","77932"
"1475","1475","Toyota camry","blue","convertible","219703"
"1476","1476","BMW M3","black","suv","419954"
"1477","1477","Volvo S60","blue","luxury","51269"
"1478","1478","BMW M3","green","hatchback","103245"
"1479","1479","Kia Carnival","blue","cross-over","464204"
"1480","1480","Merc E Class","gray","cross-over","324856"
"1481","1481","Volvo XC 90","yellow","sedan","350562"
"1482","1482","Audi Q7","red","sedan","62320"
"1483","1483","Mahindra XUV500 ","gray","luxury","231903"
"1484","1484","Ford Mustang","blue","convertible","95192"
"1485","1485","Volvo XC 90","black","sedan","341158"
"1486","1486","Ford Ecosport","black","luxury","25408"
"1487","1487","Mahindra Scorpio","blue","cross-over","182564"
"1488","1488","Hyundai Kona EV","green","sports","357838"
"1489","1489","Honda CRV","red","sports","310330"
"1490","1490","Mahindra XUV500 ","white","luxury","392037"
"1491","1491","Volvo S60","green","luxury","123201"
"1492","1492","volkswagen passat","white","hatchback","455499"
"1493","1493","Honda City","blue","cross-over","63280"
"1494","1494","Hyundai Creta","white","sedan","387353"
"1495","1495","Mahindra XUV500 ","yellow","hatchback","105483"
"1496","1496","BMW M3","red","suv","203832"
"1497","1497","Audi S5","red","hatchback","104560"
"1498","1498","Mahindra Thar","yellow","hatchback","287593"
"1499","1499","Skoda Octavia","gray","luxury","28605"
"1500","1500","Tata Nexon EV","white","luxury","60631"
"1501","1501","Hyundai Kona EV","gray","cross-over","58733"
"1502","1502","Volvo S60","yellow","hatchback","454674"
"1503","1503","BMW X5","red","luxury","202849"
"1504","1504","Tata Harrier","gray","suv","196800"
"1505","1505","Merc GLS","black","convertible","371471"
"1506","1506","Ford Ecosport","blue","hatchback","121783"
"1507","1507","Audi S5","red","hatchback","443509"
"1508","1508","Toyota innova","gray","hatchback","356984"
"1509","1509","Ford Mustang","blue","cross-over","321700"
"1510","1510","MG Hector","green","sports","34522"
"1511","1511","volkswagen passat","gray","sports","43487"
"1512","1512","Tata Harrier","green","sports","377799"
"1513","1513","Skoda Octavia","white","hatchback","229146"
"1514","1514","volkswagen polo","black","luxury","496939"
"1515","1515","Merc GLS","white","cross-over","406921"
"1516","1516","Maruti Ertiga","blue","convertible","128262"
"1517","1517","Toyota innova","blue","luxury","295657"
"1518","1518","BMW M3","green","luxury","231164"
"1519","1519","Ford Mustang","red","luxury","145973"
"1520","1520","Maruti Siaz","white","luxury","252058"
"1521","1521","BMW M3","yellow","sedan","111537"
"1522","1522","Hyundai i20","blue","luxury","274380"
"1523","1523","Skoda Octavia","green","convertible","483291"
"1524","1524","Skoda Rapid","red","sedan","110611"
"1525","1525","Tata Nexon EV","gray","luxury","444456"
"1526","1526","Skoda Octavia","black","cross-over","137047"
"1527","1527","Ford Mustang","green","cross-over","277317"
"1528","1528","Hyundai i20","green","cross-over","216222"
"1529","1529","Audi S5","blue","cross-over","345491"
"1530","1530","Tata Harrier","black","suv","487976"
"1531","1531","BMW M3","red","sports","389929"
"1532","1532","Audi A4","green","sedan","269012"
"1533","1533","Maruti Ertiga","green","sports","368110"
"1534","1534","Toyota camry","red","hatchback","54729"
"1535","1535","Mahindra Scorpio","green","cross-over","207067"
"1536","1536","BMW M3","black","hatchback","179360"
"1537","1537","Ford Mustang","black","hatchback","10243"
"1538","1538","Hyundai Creta","white","luxury","483623"
"1539","1539","Honda CRV","gray","convertible","481996"
"1540","1540","BMW X5","black","cross-over","474424"
"1541","1541","Maruti Ertiga","yellow","luxury","62584"
"1542","1542","BMW X5","yellow","luxury","92834"
"1543","1543","Tata Harrier","black","sedan","39609"
"1544","1544","Merc GLS","white","hatchback","32261"
"1545","1545","Maruti Swift","black","cross-over","16057"
"1546","1546","Mahindra XUV500 ","white","sedan","486136"
"1547","1547","Merc GLS","blue","cross-over","309176"
"1548","1548","Volvo S60","green","luxury","408636"
"1549","1549","Ford Mustang","red","sports","172901"
"1550","1550","Hyundai Creta","gray","sports","300906"
"1551","1551","Jeep Wrangler","black","sports","253648"
"1552","1552","MG Hector","black","luxury","324776"
"1553","1553","Volvo S60","gray","cross-over","356483"
"1554","1554","Audi A4","green","luxury","317859"
"1555","1555","Ford Mustang","red","suv","307845"
"1556","1556","Audi A4","gray","convertible","486843"
"1557","1557","MG Hector","red","sedan","97708"
"1558","1558","Jeep Wrangler","white","cross-over","362281"
"1559","1559","Toyota innova","blue","luxury","307176"
"1560","1560","Toyota camry","gray","cross-over","456002"
"1561","1561","Hyundai Kona EV","black","cross-over","435686"
"1562","1562","Honda CRV","red","hatchback","61126"
"1563","1563","Audi S5","yellow","suv","285006"
"1564","1564","BMW X5","black","luxury","249339"
"1565","1565","Skoda Rapid","gray","cross-over","67506"
"1566","1566","Tata Nexon EV","green","hatchback","203432"
"1567","1567","Toyota camry","yellow","sports","219425"
"1568","1568","Skoda Rapid","gray","luxury","374245"
"1569","1569","Volvo XC 90","black","suv","436709"
"1570","1570","Jeep Compass","green","sports","48735"
"1571","1571","Ford Ecosport","black","cross-over","99612"
"1572","1572","Maruti Ertiga","green","luxury","389600"
"1573","1573","Kia Sonet","gray","luxury","459580"
"1574","1574","Skoda Octavia","black","luxury","167353"
"1575","1575","Merc GLS","white","sedan","315115"
"1576","1576","Merc E Class","blue","sports","362067"
"1577","1577","Maruti Swift","red","luxury","387443"
"1578","1578","Audi Q7","yellow","hatchback","426141"
"1579","1579","Tata Nexon EV","yellow","luxury","369335"
"1580","1580","Ford Mustang","yellow","sedan","114871"
"1581","1581","Audi Q7","gray","hatchback","291975"
"1582","1582","Tata Harrier","red","suv","497196"
"1583","1583","Volvo S60","blue","suv","322209"
"1584","1584","BMW Z4","red","luxury","24105"
"1585","1585","Skoda Rapid","black","sedan","369616"
"1586","1586","Volvo XC 90","blue","suv","300105"
"1587","1587","Merc E Class","red","suv","218038"
"1588","1588","Hyundai Kona EV","green","sedan","316684"
"1589","1589","Jeep Compass","blue","sedan","44747"
"1590","1590","Kia Carnival","blue","hatchback","473248"
"1591","1591","Maruti Siaz","blue","sports","446559"
"1592","1592","volkswagen polo","blue","hatchback","279072"
"1593","1593","Mahindra Thar","black","sports","354346"
"1594","1594","MG Hector","white","sports","496999"
"1595","1595","Jeep Compass","white","cross-over","285632"
"1596","1596","Hyundai Creta","gray","cross-over","304449"
"1597","1597","Ford Mustang","yellow","sports","35895"
"1598","1598","Audi S5","red","sports","329087"
"1599","1599","Audi S5","gray","convertible","294703"
"1600","1600","Mahindra Thar","yellow","luxury","127439"
"1601","1601","BMW X5","red","hatchback","387782"
"1602","1602","Volvo XC 90","blue","cross-over","263936"
"1603","1603","Maruti Ertiga","green","luxury","182750"
"1604","1604","BMW M3","gray","luxury","386914"
"1605","1605","Tata Harrier","gray","convertible","429169"
"1606","1606","Audi Q7","green","cross-over","447120"
"1607","1607","volkswagen passat","gray","hatchback","336153"
"1608","1608","Jeep Compass","red","sports","343574"
"1609","1609","Toyota innova","gray","sedan","385807"
"1610","1610","Maruti Siaz","white","sedan","368643"
"1611","1611","MG ZS EV","green","hatchback","482592"
"1612","1612","Jeep Compass","gray","hatchback","286876"
"1613","1613","Kia Carnival","blue","hatchback","197219"
"1614","1614","Honda Civic","green","hatchback","131951"
"1615","1615","Merc GLS","gray","sedan","23808"
"1616","1616","Maruti Siaz","blue","sports","98714"
"1617","1617","Skoda Octavia","gray","convertible","67723"
"1618","1618","Ford Ecosport","black","hatchback","31430"
"1619","1619","Tata Harrier","white","sedan","321874"
"1620","1620","Jeep Compass","yellow","luxury","280509"
"1621","1621","Merc GLS","white","hatchback","315876"
"1622","1622","Volvo XC 90","blue","luxury","431722"
"1623","1623","Merc GLS","green","cross-over","234297"
"1624","1624","Tata Harrier","blue","hatchback","211305"
"1625","1625","BMW M3","green","cross-over","347554"
"1626","1626","Kia Sonet","black","hatchback","289068"
"1627","1627","Honda CRV","blue","cross-over","220368"
"1628","1628","Ford Mustang","white","hatchback","439234"
"1629","1629","BMW X5","black","suv","308674"
"1630","1630","Hyundai i20","white","hatchback","306857"
"1631","1631","BMW Z4","black","sports","388806"
"1632","1632","Maruti Siaz","blue","cross-over","305849"
"1633","1633","Merc E Class","gray","cross-over","320954"
"1634","1634","Honda CRV","blue","cross-over","317722"
"1635","1635","Honda CRV","red","hatchback","353261"
"1636","1636","Honda CRV","white","convertible","180624"
"1637","1637","Ford Mustang","yellow","luxury","462863"
"1638","1638","Maruti Swift","yellow","luxury","466786"
"1639","1639","Hyundai Creta","green","hatchback","425921"
"1640","1640","volkswagen polo","black","cross-over","448423"
"1641","1641","Honda CRV","blue","convertible","243976"
"1642","1642","Jeep Compass","green","hatchback","92638"
"1643","1643","Mahindra Thar","white","luxury","489466"
"1644","1644","Skoda Octavia","green","convertible","189588"
"1645","1645","BMW X5","yellow","hatchback","145787"
"1646","1646","Tata Harrier","red","suv","374867"
"1647","1647","Toyota camry","red","cross-over","246856"
"1648","1648","Merc E Class","red","sedan","20819"
"1649","1649","Mahindra Thar","green","luxury","185074"
"1650","1650","BMW X5","green","sports","25751"
"1651","1651","Kia Sonet","green","sedan","329724"
"1652","1652","Skoda Octavia","blue","hatchback","418101"
"1653","1653","Jeep Wrangler","green","suv","89213"
"1654","1654","BMW M3","yellow","sports","299057"
"1655","1655","Audi S5","gray","hatchback","235076"
"1656","1656","Audi Q7","gray","hatchback","96699"
"1657","1657","volkswagen polo","yellow","sedan","15937"
"1658","1658","Audi S5","red","cross-over","457193"
"1659","1659","Tata Harrier","green","suv","58684"
"1660","1660","Skoda Rapid","black","sports","358980"
"1661","1661","MG ZS EV","red","convertible","181136"
"1662","1662","Tata Nexon EV","black","cross-over","357696"
"1663","1663","BMW X5","green","luxury","427968"
"1664","1664","BMW X5","blue","cross-over","219474"
"1665","1665","Hyundai i20","gray","sports","415657"
"1666","1666","Toyota innova","gray","cross-over","172307"
"1667","1667","Tata Harrier","gray","sedan","274454"
"1668","1668","Ford Ecosport","gray","convertible","175570"
"1669","1669","Kia Sonet","black","luxury","15503"
"1670","1670","Ford Mustang","red","cross-over","183414"
"1671","1671","Skoda Rapid","gray","sedan","489181"
"1672","1672","MG ZS EV","black","sedan","304178"
"1673","1673","Jeep Compass","yellow","cross-over","177758"
"1674","1674","volkswagen passat","yellow","hatchback","170586"
"1675","1675","BMW M3","yellow","sedan","289407"
"1676","1676","BMW X5","red","luxury","485862"
"1677","1677","Hyundai i20","white","luxury","214386"
"1678","1678","BMW Z4","red","hatchback","77757"
"1679","1679","Audi S5","black","sedan","145183"
"1680","1680","Honda CRV","yellow","suv","227451"
"1681","1681","Mahindra XUV500 ","red","cross-over","204518"
"1682","1682","Toyota innova","blue","sports","340660"
"1683","1683","Tata Nexon EV","gray","hatchback","399033"
"1684","1684","MG ZS EV","gray","cross-over","54432"
"1685","1685","MG Hector","black","sedan","395580"
"1686","1686","BMW Z4","black","sedan","384197"
"1687","1687","BMW Z4","white","convertible","18218"
"1688","1688","Honda CRV","black","sports","365169"
"1689","1689","Honda City","black","cross-over","416556"
"1690","1690","Tata Nexon EV","gray","convertible","466848"
"1691","1691","MG ZS EV","red","cross-over","324545"
"1692","1692","Jeep Wrangler","green","convertible","163487"
"1693","1693","Mahindra Scorpio","white","convertible","309884"
"1694","1694","Hyundai Creta","green","sports","428335"
"1695","1695","Mahindra Scorpio","blue","sedan","153126"
"1696","1696","Honda CRV","white","convertible","346939"
"1697","1697","volkswagen passat","black","luxury","373695"
"1698","1698","Volvo S60","white","cross-over","71456"
"1699","1699","Kia Sonet","yellow","sedan","173512"
"1700","1700","Mahindra Scorpio","red","sedan","394302"
"1701","1701","Audi S5","gray","hatchback","257133"
"1702","1702","Audi A4","green","sedan","381484"
"1703","1703","Maruti Swift","white","hatchback","424431"
"1704","1704","BMW M3","blue","cross-over","20832"
"1705","1705","Maruti Siaz","blue","convertible","310223"
"1706","1706","Merc GLS","white","sedan","377752"
"1707","1707","Hyundai i20","gray","hatchback","385817"
"1708","1708","Toyota camry","green","convertible","439287"
"1709","1709","MG ZS EV","blue","hatchback","193533"
