"details_id","year_of_manuf","fuel_type","no_of_seats","transmission_type"
"1562","2018","CNG","6","Manual"
"1563","2015","CNG","8","Auto"
"1564","2016","CNG","6","Auto"
"1565","2014","CNG","5","Manual"
"1566","2012","Diesel","7","Auto"
"1567","2015","Electric","7","Auto"
"1568","2013","Diesel","5","Manual"
"1569","2016","Petrol","5","Auto"
"1570","2012","Diesel","8","Manual"
"1571","2012","Diesel","6","Manual"
"1572","2016","CNG","4","Auto"
"1573","2014","Petrol","7","Auto"
"1574","2015","CNG","5","Auto"
"1575","2017","Diesel","4","Auto"
"1576","2020","Petrol","6","Manual"
"1577","2012","Diesel","7","Auto"
"1578","2017","CNG","8","Manual"
"1579","2016","Petrol","7","Auto"
"1580","2014","CNG","5","Auto"
"1581","2018","Electric","5","Auto"
"1582","2014","Diesel","6","Manual"
"1583","2015","Diesel","6","Auto"
"1584","2014","Diesel","6","Auto"
"1585","2018","Diesel","5","Manual"
"1586","2018","Diesel","8","Manual"
"1587","2013","Diesel","6","Manual"
"1588","2018","Petrol","5","Auto"
"1589","2018","CNG","5","Manual"
"1590","2017","CNG","7","Manual"
"1591","2015","Electric","7","Auto"
"1592","2016","Diesel","6","Manual"
"1593","2015","Diesel","7","Manual"
"1594","2019","Electric","8","Auto"
"1595","2020","Diesel","6","Manual"
"1596","2012","Electric","5","Auto"
"1597","2018","CNG","6","Auto"
"1598","2015","Diesel","6","Auto"
"1599","2017","CNG","4","Auto"
"1600","2017","Petrol","4","Manual"
"1601","2018","CNG","5","Auto"
"1602","2019","Diesel","6","Auto"
"1603","2018","CNG","5","Manual"
"1604","2015","Petrol","4","Manual"
"1605","2013","CNG","6","Auto"
"1606","2017","Diesel","4","Manual"
"1607","2018","CNG","5","Auto"
"1608","2014","CNG","8","Auto"
"1609","2014","Diesel","7","Manual"
"1610","2016","Petrol","7","Auto"
"1611","2018","Diesel","6","Manual"
"1612","2015","CNG","7","Manual"
"1613","2015","Diesel","6","Auto"
"1614","2014","CNG","6","Manual"
"1615","2019","Diesel","8","Auto"
"1616","2019","Diesel","4","Auto"
"1617","2016","Diesel","5","Auto"
"1618","2014","CNG","8","Manual"
"1619","2019","CNG","7","Manual"
"1620","2018","CNG","4","Manual"
"1621","2016","Petrol","6","Manual"
"1622","2015","Diesel","7","Auto"
"1623","2018","Electric","8","Auto"
"1624","2019","CNG","4","Manual"
"1625","2018","Diesel","5","Manual"
"1626","2015","Diesel","6","Manual"
"1627","2013","CNG","7","Auto"
"1628","2014","Diesel","8","Manual"
"1629","2017","Diesel","5","Manual"
"1630","2019","Diesel","7","Manual"
"1631","2017","Diesel","6","Auto"
"1632","2017","CNG","8","Manual"
"1633","2020","Electric","6","Auto"
"1634","2015","Diesel","5","Manual"
"1635","2016","Diesel","5","Auto"
"1636","2012","Diesel","5","Auto"
"1637","2020","CNG","6","Auto"
"1638","2013","Petrol","5","Manual"
"1639","2013","Diesel","4","Auto"
"1640","2016","Electric","8","Manual"
"1641","2014","Diesel","6","Auto"
"1642","2015","Electric","6","Auto"
"1643","2012","Diesel","5","Auto"
"1644","2015","CNG","7","Auto"
"1645","2017","CNG","5","Auto"
"1646","2015","Petrol","6","Auto"
"1647","2018","Petrol","8","Auto"
"1648","2012","CNG","6","Auto"
"1649","2020","Diesel","7","Manual"
"1650","2017","Diesel","4","Auto"
"1651","2012","CNG","5","Manual"
"1652","2014","Electric","5","Manual"
"1653","2014","Petrol","7","Manual"
"1654","2015","Petrol","6","Auto"
"1655","2016","Diesel","6","Auto"
"1656","2019","CNG","7","Auto"
"1657","2019","Diesel","7","Manual"
"1658","2016","Diesel","6","Manual"
"1659","2014","Petrol","7","Manual"
"1660","2019","Petrol","7","Auto"
"1661","2014","CNG","6","Manual"
"1662","2017","Diesel","5","Manual"
"1663","2015","Petrol","5","Auto"
"1664","2016","CNG","7","Auto"
"1665","2018","Diesel","6","Manual"
"1666","2015","Petrol","6","Manual"
"1667","2019","CNG","5","Auto"
"1668","2019","Electric","7","Auto"
"1669","2018","CNG","4","Manual"
"1670","2017","Diesel","4","Manual"
"1671","2016","Electric","7","Manual"
"1672","2015","Diesel","7","Manual"
"1673","2012","CNG","7","Manual"
"1674","2014","CNG","6","Auto"
"1675","2015","Petrol","6","Manual"
"1676","2016","Diesel","6","Manual"
"1677","2014","Diesel","7","Manual"
"1678","2018","Electric","4","Auto"
"1679","2015","CNG","7","Manual"
"1680","2020","CNG","5","Auto"
"1681","2014","Electric","5","Manual"
"1682","2019","Diesel","8","Manual"
"1683","2019","Petrol","7","Manual"
"1684","2015","Electric","4","Auto"
"1685","2014","CNG","7","Auto"
"1686","2012","CNG","8","Auto"
"1687","2017","Electric","7","Auto"
"1688","2012","Petrol","7","Manual"
"1689","2013","Electric","7","Auto"
"1690","2018","Electric","8","Manual"
"1691","2015","Petrol","7","Manual"
"1692","2019","Petrol","6","Manual"
"1693","2013","Petrol","7","Auto"
"1694","2017","Electric","5","Manual"
"1695","2014","CNG","6","Auto"
"1696","2014","CNG","5","Auto"
"1697","2016","Diesel","5","Auto"
"1698","2017","Electric","4","Auto"
"1699","2020","CNG","7","Auto"
"1700","2015","Petrol","7","Manual"
"1701","2019","Diesel","4","Auto"
"1702","2020","Electric","7","Manual"
"1703","2019","Petrol","7","Manual"
"1704","2020","CNG","5","Auto"
"1705","2014","CNG","7","Manual"
"1706","2016","CNG","8","Auto"
"1707","2014","Electric","6","Auto"
"1708","2014","Petrol","8","Auto"
"1709","2012","CNG","8","Auto"
"1710","2017","CNG","5","Manual"
"1711","2018","Diesel","8","Auto"
"1712","2013","Electric","7","Manual"
"1713","2018","Petrol","4","Auto"
"1714","2018","Petrol","6","Auto"
"1715","2014","CNG","6","Auto"
"1716","2013","CNG","7","Manual"
"1717","2019","Diesel","7","Manual"
"1718","2013","Electric","6","Auto"
"1719","2015","Petrol","7","Auto"
"1720","2015","Diesel","6","Manual"
"1721","2012","Diesel","6","Auto"
"1722","2015","Petrol","7","Auto"
"1723","2020","Diesel","6","Auto"
"1724","2018","CNG","4","Manual"
"1725","2015","Electric","6","Manual"
"1726","2017","Diesel","5","Auto"
"1727","2018","CNG","4","Auto"
"1728","2017","CNG","6","Auto"
"1729","2015","Electric","7","Auto"
"1730","2014","CNG","6","Manual"
"1731","2015","Diesel","5","Manual"
"1732","2012","Diesel","5","Auto"
"1733","2012","CNG","7","Auto"
"1734","2020","Diesel","7","Auto"
"1735","2012","Petrol","6","Auto"
"1736","2016","CNG","5","Auto"
"1737","2018","CNG","8","Manual"
"1738","2014","CNG","5","Manual"
"1739","2019","CNG","7","Manual"
"1740","2018","Electric","6","Auto"
"1741","2020","Diesel","6","Manual"
"1742","2013","CNG","7","Manual"
"1743","2017","CNG","5","Manual"
"1744","2017","CNG","7","Manual"
"1745","2015","Petrol","6","Manual"
"1746","2013","CNG","7","Manual"
"1747","2018","Diesel","6","Manual"
"1748","2016","Petrol","8","Auto"
"1749","2019","CNG","5","Manual"
"1750","2015","Diesel","6","Auto"
"1751","2019","CNG","4","Auto"
"1752","2018","CNG","6","Manual"
"1753","2014","Electric","4","Manual"
"1754","2013","Diesel","7","Auto"
"1755","2014","Diesel","6","Auto"
"1756","2016","Electric","7","Auto"
"1757","2016","Electric","4","Manual"
"1758","2017","CNG","5","Auto"
"1759","2017","CNG","6","Manual"
"1760","2013","Electric","6","Manual"
"1761","2015","Electric","5","Manual"
"1762","2018","CNG","7","Manual"
"1763","2015","CNG","7","Auto"
"1764","2015","Diesel","6","Manual"
"1765","2017","Electric","6","Manual"
"1766","2015","Electric","7","Manual"
"1767","2016","CNG","7","Manual"
"1768","2015","Diesel","7","Auto"
"1769","2019","Petrol","4","Auto"
"1770","2016","CNG","6","Auto"
"1771","2016","CNG","6","Auto"
"1772","2013","Diesel","6","Auto"
"1773","2016","CNG","7","Manual"
"1774","2019","Petrol","6","Manual"
"1775","2019","Electric","7","Manual"
"1776","2012","Diesel","6","Manual"
"1777","2016","Electric","5","Manual"
"1778","2017","Diesel","7","Auto"
"1779","2017","Electric","5","Manual"
"1780","2012","CNG","5","Auto"
"1781","2017","CNG","5","Auto"
"1782","2013","CNG","6","Auto"
"1783","2019","Diesel","5","Manual"
"1784","2014","Diesel","5","Auto"
"1785","2019","Diesel","6","Auto"
"1786","2013","CNG","7","Manual"
"1787","2020","Diesel","7","Manual"
"1788","2018","Petrol","6","Auto"
"1789","2019","Electric","7","Auto"
"1790","2014","Electric","8","Manual"
"1791","2012","Diesel","7","Manual"
"1792","2013","Electric","8","Manual"
"1793","2016","CNG","5","Manual"
"1794","2014","Diesel","4","Manual"
"1795","2014","Diesel","6","Manual"
"1796","2020","Electric","7","Manual"
"1797","2016","Diesel","4","Manual"
"1798","2019","Petrol","6","Auto"
"1799","2013","Electric","6","Manual"
"1800","2013","Electric","4","Manual"
"1801","2020","CNG","4","Auto"
"1802","2013","CNG","8","Manual"
"1803","2020","Petrol","6","Auto"
"1804","2014","CNG","4","Auto"
"1805","2017","Diesel","6","Manual"
"1806","2013","Electric","5","Auto"
"1807","2013","CNG","6","Manual"
"1808","2017","Electric","5","Auto"
"1809","2020","CNG","5","Auto"
"1810","2017","Electric","6","Manual"
"1811","2015","Diesel","8","Auto"
"1812","2015","Petrol","4","Manual"
"1813","2013","Diesel","4","Manual"
"1814","2014","Petrol","5","Manual"
"1815","2014","Diesel","6","Auto"
"1816","2016","Diesel","6","Auto"
"1817","2013","Electric","7","Manual"
"1818","2015","Diesel","6","Manual"
"1819","2016","Diesel","7","Auto"
"1820","2015","CNG","7","Auto"
"1821","2016","CNG","6","Auto"
"1822","2019","CNG","4","Auto"
"1823","2016","CNG","4","Auto"
"1824","2020","Diesel","5","Auto"
"1825","2017","Electric","7","Auto"
"1826","2016","Diesel","6","Manual"
"1827","2013","Diesel","7","Manual"
"1828","2015","Electric","7","Auto"
"1829","2014","Diesel","7","Manual"
"1830","2018","CNG","4","Auto"
"1831","2016","CNG","7","Auto"
"1832","2013","Diesel","7","Auto"
"1833","2017","Diesel","5","Auto"
"1834","2013","CNG","7","Auto"
"1835","2015","Diesel","7","Auto"
"1836","2016","Diesel","7","Auto"
"1837","2013","Electric","5","Manual"
"1838","2019","Electric","7","Manual"
"1839","2020","CNG","6","Manual"
"1840","2019","CNG","8","Auto"
"1841","2016","Diesel","7","Auto"
"1842","2014","Diesel","6","Auto"
"1843","2015","CNG","6","Manual"
"1844","2014","CNG","4","Auto"
"1845","2014","CNG","7","Manual"
"1846","2018","Diesel","5","Manual"
"1847","2012","CNG","7","Manual"
"1848","2016","Diesel","4","Auto"
"1849","2020","CNG","5","Auto"
"1850","2012","CNG","6","Auto"
"1851","2020","Diesel","6","Auto"
"1852","2018","CNG","6","Manual"
"1853","2012","Diesel","5","Manual"
"1854","2017","CNG","8","Manual"
"1855","2013","CNG","7","Auto"
"1856","2012","CNG","4","Auto"
"1857","2019","Petrol","6","Auto"
"1858","2015","CNG","8","Manual"
"1859","2013","Electric","6","Auto"
"1860","2016","Electric","5","Auto"
"1861","2018","Electric","7","Manual"
"1862","2018","Electric","6","Manual"
"1863","2016","CNG","8","Manual"
"1864","2020","Diesel","7","Auto"
"1865","2019","CNG","7","Auto"
"1866","2018","CNG","5","Auto"
"1867","2014","Diesel","5","Auto"
"1868","2017","CNG","5","Manual"
"1869","2013","Diesel","8","Manual"
"1870","2012","Diesel","8","Manual"
"1871","2012","Electric","4","Manual"
"1872","2018","Electric","7","Auto"
"1873","2018","CNG","8","Auto"
"1874","2013","Diesel","6","Auto"
"1875","2017","CNG","6","Auto"
"1876","2016","Diesel","6","Manual"
"1877","2016","Diesel","6","Auto"
"1878","2017","Diesel","5","Auto"
"1879","2015","Petrol","6","Auto"
"1880","2013","Petrol","8","Auto"
"1881","2016","CNG","7","Auto"
"1882","2019","Diesel","7","Auto"
"1883","2016","Diesel","4","Auto"
"1884","2014","Electric","5","Auto"
"1885","2014","CNG","7","Auto"
"1886","2020","Petrol","7","Auto"
"1887","2015","Petrol","7","Manual"
"1888","2013","Electric","5","Manual"
"1889","2013","Diesel","6","Manual"
"1890","2019","Diesel","4","Manual"
"1891","2014","Diesel","5","Auto"
"1892","2015","CNG","7","Auto"
"1893","2015","Diesel","7","Auto"
"1894","2013","Diesel","6","Auto"
"1895","2015","CNG","5","Manual"
"1896","2015","Petrol","4","Manual"
"1897","2013","Diesel","4","Auto"
"1898","2018","CNG","8","Auto"
"1899","2016","Diesel","6","Auto"
"1900","2013","Diesel","7","Auto"
"1901","2016","Petrol","8","Manual"
"1902","2019","Diesel","8","Manual"
"1903","2016","Diesel","6","Manual"
"1904","2015","Diesel","4","Auto"
"1905","2015","Diesel","4","Auto"
"1906","2020","Diesel","5","Manual"
"1907","2016","Diesel","6","Auto"
"1908","2014","CNG","6","Auto"
"1909","2019","Diesel","7","Manual"
"1910","2014","Diesel","5","Auto"
"1911","2014","Diesel","7","Manual"
"1912","2016","Electric","7","Auto"
"1913","2013","Electric","7","Auto"
"1914","2018","Petrol","7","Manual"
"1915","2018","Petrol","4","Auto"
"1916","2014","Diesel","5","Manual"
"1917","2013","CNG","7","Manual"
"1918","2018","Electric","8","Manual"
"1919","2019","CNG","7","Auto"
"1920","2013","CNG","6","Manual"
"1921","2013","CNG","6","Auto"
"1922","2016","CNG","5","Auto"
"1923","2019","Diesel","6","Auto"
"1924","2015","Petrol","4","Auto"
"1925","2019","CNG","6","Auto"
"1926","2017","Electric","7","Auto"
"1927","2013","CNG","7","Manual"
"1928","2016","CNG","6","Auto"
"1929","2016","CNG","8","Manual"
"1930","2016","CNG","4","Manual"
"1931","2014","CNG","5","Auto"
"1932","2016","Diesel","6","Manual"
"1933","2013","CNG","5","Manual"
"1934","2015","CNG","6","Manual"
"1935","2017","Diesel","5","Manual"
"1936","2019","Petrol","7","Manual"
"1937","2018","Diesel","7","Auto"
"1938","2013","Diesel","6","Manual"
"1939","2014","Petrol","6","Manual"
"1940","2016","CNG","5","Auto"
"1941","2014","Diesel","5","Auto"
"1942","2013","Diesel","6","Auto"
"1943","2019","Diesel","4","Auto"
"1944","2020","CNG","6","Auto"
"1945","2012","Electric","4","Manual"
"1946","2019","CNG","6","Auto"
"1947","2020","Electric","8","Manual"
"1948","2013","CNG","6","Manual"
"1949","2017","CNG","4","Manual"
"1950","2016","Electric","7","Auto"
"1951","2016","Petrol","5","Manual"
"1952","2013","CNG","4","Manual"
"1953","2014","Petrol","5","Auto"
"1954","2018","CNG","6","Auto"
"1955","2017","Diesel","6","Manual"
"1956","2017","Petrol","6","Manual"
"1957","2016","Diesel","8","Manual"
"1958","2012","CNG","5","Manual"
"1959","2013","CNG","5","Auto"
"1960","2012","CNG","6","Manual"
"1961","2019","CNG","6","Manual"
"1962","2012","CNG","8","Auto"
"1963","2016","Diesel","5","Manual"
"1964","2017","Diesel","6","Manual"
"1965","2018","CNG","7","Manual"
"1966","2018","Diesel","5","Auto"
"1967","2015","Diesel","5","Manual"
"1968","2019","Electric","8","Auto"
"1969","2019","CNG","7","Auto"
"1970","2018","Diesel","6","Auto"
"1971","2015","CNG","5","Manual"
"1972","2015","Petrol","5","Auto"
"1973","2015","Diesel","7","Manual"
"1974","2016","Electric","6","Manual"
"1975","2018","Diesel","6","Manual"
"1976","2016","Petrol","7","Auto"
"1977","2018","CNG","7","Auto"
"1978","2013","Diesel","5","Auto"
"1979","2012","CNG","6","Auto"
"1980","2015","Petrol","7","Auto"
"1981","2015","Diesel","5","Manual"
"1982","2018","CNG","4","Auto"
"1983","2017","CNG","6","Auto"
"1984","2016","Petrol","7","Manual"
"1985","2015","Electric","5","Auto"
"1986","2017","Electric","4","Auto"
"1987","2016","Diesel","5","Auto"
"1988","2020","Diesel","5","Manual"
"1989","2017","Diesel","7","Manual"
"1990","2015","CNG","5","Manual"
"1991","2016","Diesel","5","Manual"
"1992","2014","CNG","6","Auto"
"1993","2012","Petrol","5","Auto"
"1994","2013","Petrol","8","Manual"
"1995","2019","Diesel","5","Manual"
"1996","2015","Petrol","6","Manual"
"1997","2014","Diesel","6","Manual"
"1998","2013","CNG","8","Manual"
"1999","2014","Diesel","6","Manual"
"2000","2020","Petrol","4","Auto"
